FileName,PortionType,FoodCodeCommon,FC_Description,Portion,Multiplier,Rank,Link,GPTFoodDescription,GPTFoodCode,LabelAmount,LabelUnit,PortionShot,GPTPortionDescription,GPTPortionReason,GPTPortionAmount,GPTPortionAmountReason,PortionCode,PortionSubCode,BaseUnit,FoodCode,Portion weight (g),CalculatedWeight,CalculatedWeightGPT,Energy (kcal),Energy (kcal)_GPT,Protein (g),Protein (g)_GPT,Carbohydrate (g),Carbohydrate (g)_GPT,Total Fat (g),Total Fat (g)_GPT
100708117.png,smallest,14201010,"Cheese, cottage, creamed, large or small curd",1/4 cup,0.25,583,https://asa24.nci.nih.gov/images/100708117.png,Cottage cheese — small-curd (plain) cottage cheese.,['14201010'],0.25,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",,,0.125,,10205.0,0.0,cup,14201010.0,210.0,52.5,26.25,51.45,25.725,5.838,2.919,1.7745,0.88725,2.2575,1.12875
091002102.png,smallest,41420010,Soybean curd,1/4 cup,0.25,589,https://asa24.nci.nih.gov/images/091002102.png,Diced cooked chicken (likely chicken breast).,['24120120'],0.25,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 piece ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",,,0.125,,10207.0,0.0,cup,41420010.0,248.0,62.0,31.0,37.82,18.91,4.4454,2.2227,0.7316,0.3658,2.2878000000000003,1.1439000000000001
113091b.png,smallest,27150210,Fish sauce,1 tablespoon,0.0625,592,https://asa24.nci.nih.gov/images/113091b.png,Tomato paste (concentrated tomato purée).,['99997410'],1.0,tablespoon,"1/2 cup ,1/3 cup ,1/4 cup ,3 tablespoons ,2 tablespoons ,1 tablespoon",,,1,,,,tablespoon,27150210.0,16.0,16.0,16.0,5.6000000000000005,5.6000000000000005,0.8096,0.8096,0.5824,0.5824,0.0016,0.0016
051911118.png,smallest,51401010,"Bread, rye",1 slice,0.125,597,https://asa24.nci.nih.gov/images/051911118.png,A single slice of toast (toasted bread) — likely a whole-wheat/brown bread slice.,['51300120'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice",,,1,,61813.0,0.0,slice,51401010.0,10.0,10.0,10.0,25.900000000000002,25.900000000000002,0.85,0.85,4.83,4.83,0.33,0.33
051911118.png,smallest,51401010,"Bread, rye",1 slice,0.125,597,https://asa24.nci.nih.gov/images/051911118.png,A single slice of toast (toasted bread) — likely a whole-wheat/brown bread slice.,['51300120'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice",,,1,,90000.0,0.0,slice,51401010.0,10.0,10.0,10.0,25.900000000000002,25.900000000000002,0.85,0.85,4.83,4.83,0.33,0.33
050509119.png,smallest,51300050,"Bread, whole grain white",1 slice,0.125,605,https://asa24.nci.nih.gov/images/050509119.png,A single slice of plain white sandwich bread (untouched/untoasted).,['51101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice",,,1,,62308.0,0.0,slice,51300050.0,10.0,10.0,10.0,23.8,23.8,1.066,1.066,4.391,4.391,0.215,0.215
050509119.png,smallest,51300050,"Bread, whole grain white",1 slice,0.125,605,https://asa24.nci.nih.gov/images/050509119.png,A single slice of plain white sandwich bread (untouched/untoasted).,['51101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice",,,1,,90000.0,0.0,slice,51300050.0,10.0,10.0,10.0,23.8,23.8,1.066,1.066,4.391,4.391,0.215,0.215
033009101.png,smallest,26319130,"Shrimp, steamed or boiled",1/4 cup,0.25,607,https://asa24.nci.nih.gov/images/033009101.png,"Cooked shrimp (peeled, small prawns).",['26319130'],0.25,cup,"10 shrimp ,5 shrimp ,2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 shrimp ,1 shrimp ,1 shrimp ,1 shrimp ,1 shrimp ,1 shrimp ,1 shrimp ,1 shrimp ,1 shrimp ,1 cup ,1 shrimp ,3/4 cup ,1 shrimp ,1 shrimp ,1/2 cup ,1 shrimp ,1/4 cup",,,0.5,,10043.0,0.0,cup,26319130.0,135.0,33.75,67.5,30.375,60.75,5.8016250000000005,11.603250000000001,0.388125,0.77625,0.43200000000000005,0.8640000000000001
113091a.png,smallest,14650100,Cheese sauce,1 tablespoon,0.0625,619,https://asa24.nci.nih.gov/images/113091a.png,Ground turmeric (turmeric powder).,['63148750'],1.0,tablespoon,"1/2 cup ,1/3 cup ,1/4 cup ,3 tablespoons ,2 tablespoons ,1 tablespoon",,,1,,10205.0,0.0,tablespoon,14650100.0,16.0,16.0,16.0,25.92,25.92,0.528,0.528,1.2416,1.2416,2.0912,2.0912
072508126.png,smallest,63133010,"Papaya, raw",1/8 cup,0.125,623,https://asa24.nci.nih.gov/images/072508126.png,Two small pieces of orange gelatin/jelly (gummy/jello-like).,['91745010'],0.125,cup,"1 medium size ,1 medium size ,1 medium size ,1 cup ,1 medium size ,1 medium size ,7/8 cup ,3/4 cup ,1 medium size ,3/4 medium ,3/4 medium ,3/4 medium ,5/8 cup ,1/2 cup ,1 medium size ,1/2 medium ,1/2 medium ,1/2 medium ,3/8 cup ,1 medium size ,1/4 medium ,1/4 medium ,1/4 medium ,1/4 cup ,1 medium size ,1/8 cup",,,0.13,,10063.0,0.0,cup,63133010.0,165.0,20.625,21.45,8.86875,9.2235,0.0969375,0.10081499999999999,2.231625,2.32089,0.053625,0.05577
052008121.png,smallest,41201010,Baked beans,3/4 cup,0.25,624,https://asa24.nci.nih.gov/images/052008121.png,Baked beans — beans in a tomato-based sauce (typical canned/slow-cooked preparation).,['41201010'],0.75,cup,"3/8 cup ,1/4 cup ,1 cup ,1/2 cup ,1/8 cup ,5/8 cup ,1/2 cup ,3/4 cup",,,0.125,,,,cup,41201010.0,260.0,195.0,32.5,204.75,34.125,8.813999999999998,1.4689999999999999,42.061499999999995,7.01025,1.7355,0.28925
050610111.png,smallest,58131323,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",1/4 cup,0.25,632,https://asa24.nci.nih.gov/images/050610111.png,Cooked tomato-based sauce — likely a marinara-style tomato sauce.,['74404010'],0.25,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,1 piece ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",,,0.25,,,,cup,58131323.0,251.0,62.75,62.75,60.8675,60.8675,2.0331,2.0331,8.320649999999999,8.320649999999999,2.139775,2.139775
122909121.png,smallest,11411200,"Yogurt, low fat milk, plain",1/4 cup,0.25,635,https://asa24.nci.nih.gov/images/122909121.png,"Plain unsweetened yogurt — most likely a strained/Greek-style yogurt (thick, white, gently swirled).",['11411390'],0.25,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,16 ounces ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",,,0.5,,,,cup,11411200.0,245.0,61.25,122.5,38.5875,77.175,3.215625,6.43125,4.312,8.624,0.949375,1.89875
092810105.png,smallest,58106655,"Pizza with extra meat, medium crust",1 piece,0.0156,638,https://asa24.nci.nih.gov/images/092810105.png,A single slice of cheese pizza (plain cheese pizza).,['58106225'],1.0,piece,"1 pastry ,1 pastry ,1 piece ,1 piece ,1 piece ,1 pastry ,1 piece ,3/4 personal size pizza ,1 pastry ,1/2 personal size pizza ,1 pastry ,1/4 personal size pizza ,1 pastry ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 pastry ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1/2 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1/4 piece ,1/4 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1 piece",,,1,,,,piece,58106655.0,150.0,150.0,150.0,411.0,411.0,20.775000000000002,20.775000000000002,39.93,39.93,18.6,18.6
082509108.png,smallest,13120790,"Ice cream cone, vanilla, prepackaged",1/4 cone,0.25,640,https://asa24.nci.nih.gov/images/082509108.png,A small broken piece of an ice-cream waffle cone (waffle/wafer cone fragment).,['53222020'],0.25,cone,"1 cone ,3/4 cone ,1/2 cone ,1/4 cone",,,1,,,,cone,13120790.0,95.0,23.75,95.0,84.075,336.3,1.237375,4.9495,8.16525,32.661,5.1964999999999995,20.785999999999998
122909121.png,smallest,11411100,"Yogurt, whole milk, plain",1/4 cup,0.25,644,https://asa24.nci.nih.gov/images/122909121.png,"Plain yogurt — likely a thick, Greek-style plain yogurt.",['11411390'],0.25,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,18 ounces ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",,,0.5,,,,cup,11411100.0,245.0,61.25,122.5,37.362500000000004,74.72500000000001,2.1253750000000005,4.250750000000001,2.85425,5.7085,1.990625,3.98125
031809120.png,smallest,41810250,Bacon bits,1 tablespoon,1.0,651,https://asa24.nci.nih.gov/images/031809120.png,"Ground red chili powder — a finely ground dried red chili (e.g., cayenne/paprika-style chili powder).",['75121000'],1.0,tablespoon,"4 tablespoons ,3 tablespoons ,2 tablespoons ,1 tablespoon",,,1,,,,tablespoon,41810250.0,7.0,7.0,7.0,33.32,33.32,2.24,2.24,2.0020000000000002,2.0020000000000002,1.813,1.813
081502107.png,smallest,53235000,"Cookie, peanut butter sandwich",1 sandwich,0.5,656,https://asa24.nci.nih.gov/images/081502107.png,"A round, scalloped-edge buttery salted cracker (similar to a Ritz-style cracker).",['54301030'],1.0,sandwich,"1 cookie ,1 sandwich ,1 sandwich ,1 sandwich ,1 sandwich ,1 sandwich ,1 sandwich ,1 sandwich",,,1,,,,sandwich,53235000.0,14.0,14.0,14.0,66.92,66.92,1.2320000000000002,1.2320000000000002,9.184,9.184,2.954,2.954
072502117.png,smallest,71201050,"Potato chips, reduced fat",1/2 cup,0.5,658,https://asa24.nci.nih.gov/images/072502117.png,"Potato chips (thin, fried/salted crisps).",['71200100'],0.5,cup,"10 chips ,10 chips ,10 chips ,5 chips ,5 chips ,5 chips ,3 cups ,3 cups ,3 cups ,2-1/2 cups ,2-1/2 cups ,2-1/2 cups ,2 cups ,2 cups ,2 cups ,1-1/2 cups, regular cut ,1-1/2 cups, regular cut ,1-1/2 cups, ruffled ,1 cup ,1 bag ,1 bag ,1 cup ,1 cup ,1 bag ,1/2 cup ,1/2 cup ,1 bag ,1/2 cup",,,0.25,,,,cup,71201050.0,25.0,12.5,6.25,60.25,30.125,0.87875,0.439375,8.39125,4.195625,2.57375,1.286875
011509404.png,smallest,83105500,Honey mustard dressing,1/4 cup,0.25,676,https://asa24.nci.nih.gov/images/011509404.png,The picture appears to show glass Pyrex measuring cups/kitchenware — there is no food present.,,0.25,cup,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,3 tablespoons ,2 tablespoons ,2 tablespoons ,1 tablespoon ,1 tablespoon ,1 packet ,2 teaspoons ,1/2 cup ,3/8 cup ,1 teaspoon ,1/4 cup",,,,,10205.0,0.0,cup,83105500.0,250.0,62.5,,290.0,,0.5437500000000001,,14.58125,,25.51875,
091410109.png,smallest,58106620,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",1 piece,0.0156,677,https://asa24.nci.nih.gov/images/091410109.png,A slice of plain cheese pizza (cheese-only pizza).,['58106225'],1.0,piece,"1 piece ,1 pastry ,1 piece ,1 pastry ,1 pastry ,1 piece ,1 piece ,3/4 personal size pizza ,1 pastry ,1/2 personal size pizza ,1 pastry ,1 pastry ,1/4 personal size pizza ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 pastry ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1/2 piece ,1/2 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1/4 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1 piece",,,1,,,,piece,58106620.0,104.0,104.0,104.0,333.84000000000003,333.84000000000003,13.894400000000001,13.894400000000001,28.080000000000002,28.080000000000002,18.418400000000002,18.418400000000002
050608113.png,smallest,53301000,"Pie, apple",1/4 cup,0.25,678,https://asa24.nci.nih.gov/images/050608113.png,Croutons — small toasted bread cubes (plain/toasted bread pieces).,['51185000'],0.25,cup,"1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1/4 piece ,1/4 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,3/4 piece ,1 piece ,1/2 piece ,1/4 piece ,1 piece ,3/4 piece ,1/4 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,3 cups ,1/2 piece ,1/4 piece ,1 piece ,3/4 piece ,1/4 piece ,1 piece ,2-1/2 cups ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,2 cups ,1/4 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1/4 piece ,1 piece ,1/2 piece ,1 piece ,1/4 piece ,1-1/2 cups ,1 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1 cup ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1/4 piece ,3/4 cup ,1 piece ,1/2 cup ,1/4 cup",,,0.06,,,,cup,53301000.0,250.0,62.5,15.0,185.0,44.4,1.6875,0.405,23.46875,5.6325,9.55,2.292
122909111.png,smallest,11433000,"Yogurt, nonfat milk, fruit",1/4 cup,0.25,680,https://asa24.nci.nih.gov/images/122909111.png,"Cream, pink fruit yogurt — likely strawberry-flavored yogurt.",['11431000'],0.25,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,18 ounces ,18 ounces ,14 ounces ,18 ounces ,14 ounces ,1 cup ,16 ounces ,16 ounces ,3/4 cup ,14 ounces ,1/2 cup ,18 ounces ,16 ounces ,1/4 cup",,,0.25,,,,cup,11433000.0,245.0,61.25,61.25,50.8375,50.8375,3.117625,3.117625,9.19975,9.19975,0.10412500000000002,0.10412500000000002
061909113.png,smallest,58130011,Lasagna with meat,1/4 cup,0.25,697,https://asa24.nci.nih.gov/images/061909113.png,A small piece of lasagna — baked layered pasta with tomato sauce and melted cheese.,['58130011'],0.25,cup,"1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1/2 piece ,1 piece ,1 piece ,3/4 piece ,1/2 piece ,1 piece ,3 cups ,1 piece ,1/4 piece ,1 piece ,2-1/2 cups ,2 cups ,1 piece ,1/4 piece ,1-1/2 cups ,1 piece ,1 piece ,1 cup ,1 piece ,1 piece ,1 piece ,3/4 cup ,1/2 cup ,1/4 cup",,,0.06,,10205.0,0.0,cup,58130011.0,250.0,62.5,15.0,86.875,20.85,4.65625,1.1175,10.106250000000001,2.4255,3.10625,0.7454999999999999
113007118.png,smallest,53116000,"Cake, pound",1 piece,0.0063,704,https://asa24.nci.nih.gov/images/113007118.png,A slice of pound cake (a plain butter-style cake).,['53116000'],1.0,piece,"1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,3/4 piece ,1/2 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1/4 piece ,1/4 piece ,3/4 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1/4 piece ,1 piece ,1/2 piece ,1 piece ,3 cups ,1 piece ,2-1/2 cups ,1 piece ,1 piece ,1/4 piece ,1 piece ,1/2 piece ,1/2 piece ,1/4 piece ,2 cups ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1-1/2 cups ,1 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 cup ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 cup ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1/4 piece ,1 piece ,1/2 piece ,1 piece ,1/2 piece ,1 piece ,3/4 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1/4 piece ,1 piece ,1/4 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1 piece",,,1,,,,piece,53116000.0,115.0,115.0,115.0,405.95,405.95,5.75,5.75,61.68600000000001,61.68600000000001,16.054000000000002,16.054000000000002
102908125.png,smallest,25230220,"Ham, prepackaged or deli, luncheon meat, reduced sodium",1/8 cup,0.125,715,https://asa24.nci.nih.gov/images/102908125.png,Diced processed ham (luncheon meat) — small cubed pieces of cooked/packaged ham.,['25230210'],0.125,cup,"8 ounces ,7 ounces ,6 ounces ,5 ounces ,4 ounces ,3 ounces ,2 ounces ,1 ounce ,1 cup ,7/8 cup ,3/4 cup ,5/8 cup ,1/2 cup ,3/8 cup ,1/4 cup ,1/8 cup",,,0.125,,,,cup,25230220.0,140.0,17.5,17.5,17.675,17.675,2.9225,2.9225,0.04725000000000001,0.04725000000000001,0.65275,0.65275
100708117.png,smallest,14204010,"Cheese, cottage, low fat",1/4 cup,0.25,716,https://asa24.nci.nih.gov/images/100708117.png,Cottage cheese — small-curd cottage cheese.,['14201010'],0.25,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",,,0.125,,,,cup,14204010.0,226.0,56.5,28.25,46.33,23.165,6.215,3.1075,2.4351499999999997,1.2175749999999999,1.2994999999999999,0.6497499999999999
080802128.png,smallest,58148110,"Macaroni or pasta salad, made with mayonnaise",1/4 cup,0.25,727,https://asa24.nci.nih.gov/images/080802128.png,Macaroni and cheese — elbow pasta coated in a creamy/orange cheese sauce (classic mac ’n’ cheese).,['58145112'],0.25,cup,"2 cups ,2 cups ,2 cups ,2 cups ,1-3/4 cups ,1-3/4 cups ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1-1/4 cups ,1-1/4 cups ,1 cup ,1 cup ,1 cup ,1 cup ,3/4 cup ,3/4 cup ,3/4 cup ,3/4 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup",,,0.125,,,,cup,58148110.0,204.0,51.0,25.5,112.71000000000001,56.355000000000004,2.2746,1.1373,12.566400000000002,6.283200000000001,5.8751999999999995,2.9375999999999998
072508109.png,smallest,63131010,"Nectarine, raw",1/8 cup,0.125,730,https://asa24.nci.nih.gov/images/072508109.png,Thin slices of a stone fruit — likely peach (or nectarine).,"['63135010', '63131010']",0.125,cup,"1 fruit ,1 cup ,1 slice ,7/8 cup ,3/4 fruit ,3/4 cup ,5/8 cup ,1/2 fruit ,1/2 cup ,3/8 cup ,1/4 fruit ,1/4 cup ,1/8 cup",,,,,10161.0,0.0,cup,63131010.0,155.0,19.375,,8.33125,,0.20537500000000003,,1.778625,,0.05425000000000001,
040209120.png,smallest,26158030,"Fish, tilapia, fried",1/4 cup,0.25,731,https://asa24.nci.nih.gov/images/040209120.png,Milk with small pieces of torn bread (bread soaked in milk).,['56205060'],0.25,cup,"16 ounces ,16 ounces ,14 ounces ,14 ounces ,12 ounces ,12 ounces ,10 ounces ,10 ounces ,8 ounces ,8 ounces ,6 ounces ,6 ounces ,4 ounces ,4 ounces ,2 ounces ,2 cups ,2 cups ,2 ounces ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1 cup ,1 cup ,3/4 cup ,3/4 cup ,1/2 cup ,1/2 cup ,1/4 cup ,1/4 cup",,,0.1,,,,cup,26158030.0,135.0,33.75,13.5,79.9875,31.995,5.79825,2.3193,3.9555000000000002,1.5822,4.542750000000001,1.8171000000000002
072010125.png,smallest,73406000,"Sweet potato, candied",1 piece,0.125,734,https://asa24.nci.nih.gov/images/072010125.png,An Indian sweet called laddu — likely a boondi (boondi-ladoo).,['91718300'],1.0,piece,"2 cups ,2 cups ,2 cups ,1-3/4 cups ,1-3/4 cups ,1-3/4 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/4 cups ,1-1/4 cups ,1-1/4 cups ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 cup ,1 cup ,1 cup ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,3/4 piece ,1 piece ,3/4 piece ,3/4 piece ,3/4 cup ,3/4 cup ,3/4 piece ,3/4 piece ,3/4 cup ,3/4 piece ,1/2 piece ,1 piece ,1 piece ,1/2 cup ,1/2 cup ,1/2 cup ,1 piece ,1 piece ,1/2 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/2 piece ,1 piece ,1/2 piece ,1/2 piece ,1/2 piece ,1/2 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/4 cup ,1 piece ,1/4 piece ,1/4 cup ,1/4 piece ,1/4 piece ,1/4 piece ,1/4 piece ,1/4 piece ,1/4 piece ,1/4 cup ,1/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1/4 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece ,1 piece",,,1,,,,piece,73406000.0,45.0,45.0,45.0,81.9,81.9,0.4455,0.4455,16.857,16.857,1.485,1.485
081108403.png,smallest,14131500,Queso Asadero,1/8 cup,0.125,742,https://asa24.nci.nih.gov/images/081108403.png,Shredded (grated) cheddar cheese.,['14104100'],0.125,cup,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,7/8 cup ,1 cup ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,5/8 cup ,1 slice ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup",,,0.125,,10010.0,0.0,cup,14131500.0,113.0,14.125,14.125,50.285000000000004,50.285000000000004,3.1922500000000005,3.1922500000000005,0.4053875,0.4053875,3.991725,3.991725
081108403.png,smallest,14131500,Queso Asadero,1/8 cup,0.125,742,https://asa24.nci.nih.gov/images/081108403.png,Shredded (grated) cheddar cheese.,['14104100'],0.125,cup,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,7/8 cup ,1 cup ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,5/8 cup ,1 slice ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 cup ,1/2 cup ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup",,,0.125,,10159.0,0.0,cup,14131500.0,113.0,14.125,14.125,50.285000000000004,50.285000000000004,3.1922500000000005,3.1922500000000005,0.4053875,0.4053875,3.991725,3.991725
011410101.png,smallest,58145170,Macaroni or noodles with cheese and egg,1/4 cup,0.25,743,https://asa24.nci.nih.gov/images/011410101.png,Macaroni and cheese — elbow pasta tossed in a cheese sauce.,['58145110'],0.25,cup,"3 cups ,3 cups ,2-1/2 cups ,2-1/2 cups ,2 cups ,2 cups ,1-1/2 cups ,1-1/2 cups ,1 cup ,1 cup ,3/4 cup ,3/4 cup ,1/2 cup ,1/2 cup ,1/4 cup ,1/4 cup",,,0.25,,,,cup,58145170.0,230.0,57.5,57.5,106.375,106.375,3.39825,3.39825,10.925,10.925,5.474,5.474
110502121.png,smallest,63201010,"Blackberries, raw",1/4 cup,0.25,751,https://asa24.nci.nih.gov/images/110502121.png,Blackberries (fresh),['63201010'],0.25,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",,,0.42,,10205.0,0.0,cup,63201010.0,150.0,37.5,63.0,16.125,27.09,0.52125,0.8756999999999999,3.6037500000000002,6.0543,0.18375,0.30870000000000003
