dish_id,total_calories,total_mass,total_fat,total_carbs,total_protein,ingredients,sorted_ingredients
dish_1559849466,467.613037,262,30.396,44.398998,14.468,"pears, almonds","almonds, pears"
dish_1563812615,402.784088,386,18.810022,17.201342,39.896744,"mixed greens, granola, vinaigrette, turkey bacon, olive oil, brussels sprouts, pepper, salt, raspberries, blackberries, egg whites","blackberries, brussels sprouts, egg whites, granola, mixed greens, olive oil, pepper, raspberries, salt, turkey bacon, vinaigrette"
dish_1563827454,86.570007,248,3.301333,10.737333,6.029334,"zucchini, caesar salad, squash, broccoli","broccoli, caesar salad, squash, zucchini"
dish_1565033139,193.649994,274,14.177,17.355999,4.434,"mixed greens, broccoli, olives","broccoli, mixed greens, olives"
dish_1563217774,96.138458,265,3.161575,15.4723,5.178558,"cilantro, cherry tomatoes, mangos, arugula, jalapenos, salt, onions, olive oil, mustard greens, cucumbers, lime, broccoli, tomatoes, lemon juice","arugula, broccoli, cherry tomatoes, cilantro, cucumbers, jalapenos, lemon juice, lime, mangos, mustard greens, olive oil, onions, salt, tomatoes"
dish_1558631932,214.931992,355,3.174,49.670998,4.735,"apple, corn on the cob, cherry tomatoes","apple, cherry tomatoes, corn on the cob"
dish_1561134156,118.540001,220,0.342,28.776001,1.696,"watermelon, berries, sweet potato","berries, sweet potato, watermelon"
dish_1562097653,116.16552,102,5.921285,14.058498,3.374529,"beets, onions, vinegar, lettuce, carrot, salt, mustard, arugula, olive oil, wheat berry","arugula, beets, carrot, lettuce, mustard, olive oil, onions, salt, vinegar, wheat berry"
dish_1558114284,162.230011,316,0.632,22.569,21.320999,"deprecated, grapes, cantaloupe","cantaloupe, deprecated, grapes"
dish_1559844683,132.959991,198,0.372,31.370003,3.031,"broccoli, potatoes, grapes","broccoli, grapes, potatoes"
dish_1565728453,293.899658,140,11.317793,17.91408,28.208755,"shallots, garlic, olive oil, vinegar, beef, millet, salt, cheese pizza, onions, lemon juice, parsley, thyme, wheat berry, spinach (raw), bok choy, spinach (cooked), chicken","beef, bok choy, cheese pizza, chicken, garlic, lemon juice, millet, olive oil, onions, parsley, salt, shallots, spinach (cooked), spinach (raw), thyme, vinegar, wheat berry"
dish_1566934085,82.590729,259,5.281902,7.442439,4.01239,"olive oil, cauliflower, bok choy","bok choy, cauliflower, olive oil"
dish_1561752996,848.655762,415,42.90057,36.336651,76.788078,"garlic, arugula, brown rice, thyme, salt, cilantro, cheese, salmon, pepper, chicken thighs, olive oil, tortilla, onions, tomatoes, chili","arugula, brown rice, cheese, chicken thighs, chili, cilantro, garlic, olive oil, onions, pepper, salmon, salt, thyme, tomatoes, tortilla"
dish_1565020895,348.126129,416,10.233284,43.375961,20.961317,"olive oil, bacon, egg whites, berries, milk, chia seeds, greek yogurt, sweet potato","bacon, berries, chia seeds, egg whites, greek yogurt, milk, olive oil, sweet potato"
dish_1562959517,91.140381,74,7.215058,5.974161,1.629955,"spinach (raw), vinegar, arugula, chard, cherry tomatoes, salt, pumpkin seeds, carrot, mixed greens, lettuce, mustard, figs, cucumbers, olive oil","arugula, carrot, chard, cherry tomatoes, cucumbers, figs, lettuce, mixed greens, mustard, olive oil, pumpkin seeds, salt, spinach (raw), vinegar"
dish_1558640145,177.953003,287,2.18,42.099998,3.493,"carrot, apple, corn on the cob","apple, carrot, corn on the cob"
dish_1567612954,148.346344,155,3.780488,27.219513,1.512195,"olive oil, sweet potato","olive oil, sweet potato"
dish_1560369122,92.058571,183,5.250934,10.457476,2.884234,"garlic, asparagus, salt, mustard, olive oil, blueberries, spinach (raw), radishes, vinegar, honeydew melons","asparagus, blueberries, garlic, honeydew melons, mustard, olive oil, radishes, salt, spinach (raw), vinegar"
dish_1567537422,109.319298,203,6.288338,12.18853,3.267302,"lettuce, bell peppers, broccoli, olive oil, cucumbers, onions, feta cheese, cantaloupe, vinaigrette, olives, cherry tomatoes","bell peppers, broccoli, cantaloupe, cherry tomatoes, cucumbers, feta cheese, lettuce, olive oil, olives, onions, vinaigrette"
dish_1566329234,262.625214,457,10.797179,21.224293,23.129114,"olive oil, vinegar, cauliflower, bok choy, millet, beef, shallots, spinach (cooked), salt, onions","beef, bok choy, cauliflower, millet, olive oil, onions, salt, shallots, spinach (cooked), vinegar"
dish_1565379320,404.011017,247,17.782284,26.480633,33.431751,"pork, bok choy, pepper, salt, sugar, white rice, garlic, soy sauce, carrot, olive oil","bok choy, carrot, garlic, olive oil, pepper, pork, salt, soy sauce, sugar, white rice"
dish_1567625392,208.233475,171,14.530067,18.900763,4.826312,"bulgur, parsley, cranberries, olive oil, mustard greens, shallots, chard, kale, arugula, lemon juice, garlic, avocado, apple, salt","apple, arugula, avocado, bulgur, chard, cranberries, garlic, kale, lemon juice, mustard greens, olive oil, parsley, salt, shallots"
dish_1562613045,166.112,207,1.793,18.285999,21.533998,"corn, mixed greens, cod","cod, corn, mixed greens"
dish_1565023182,638.714844,308,47.469677,9.244903,41.584,"granola, mixed greens, blackberries, raspberries, vinaigrette, scrambled eggs, bacon","bacon, blackberries, granola, mixed greens, raspberries, scrambled eggs, vinaigrette"
dish_1568401302,716.47937,561,28.946722,69.864967,44.677963,"fried rice, salt, squash, carrot, avocado, olive oil, tuna salad","avocado, carrot, fried rice, olive oil, salt, squash, tuna salad"
dish_1565023157,379.034851,260,27.309677,8.572904,23.824001,"raspberries, vinaigrette, mixed greens, granola, blackberries, scrambled eggs","blackberries, granola, mixed greens, raspberries, scrambled eggs, vinaigrette"
dish_1561737248,699.382019,394,45.718998,30.168999,40.369003,"sausage, egg whites, hash browns, broccoli","broccoli, egg whites, hash browns, sausage"
dish_1560369273,308.951691,221,28.424227,10.639672,36.668308,"vinegar, brown rice, olive oil, onions, basil, salt, garlic, fish, cherry tomatoes, pepper, pork, country rice, lemon juice, parsley, broccoli, green onions, shallots","basil, broccoli, brown rice, cherry tomatoes, country rice, fish, garlic, green onions, lemon juice, olive oil, onions, parsley, pepper, pork, salt, shallots, vinegar"
dish_1563309237,49.550003,62,3.589,4.689,0.844,"bell peppers, olives","bell peppers, olives"
dish_1564601600,600.798035,434,34.061848,39.35067,36.421764,"buttermilk, chicken, flour, lemon juice, thyme, vegetable oil, parsley, garlic, olive oil, brussels sprouts, pepper, roasted potatoes, turnips, salt","brussels sprouts, buttermilk, chicken, flour, garlic, lemon juice, olive oil, parsley, pepper, roasted potatoes, salt, thyme, turnips, vegetable oil"
dish_1560887435,364.529053,171,13.398108,44.367718,16.457802,"pizza, parmesan cheese, croutons, kale, caesar dressing","caesar dressing, croutons, kale, parmesan cheese, pizza"
dish_1573764136,0,211,0,0,0,"mashed potatoes, butter, chard, celery root","butter, celery root, chard, mashed potatoes"
dish_1562603867,1049.11731,369,74.496643,66.269196,32.184002,"mixed greens, hash browns, raspberries, blackberries, sausage, vinaigrette, granola","blackberries, granola, hash browns, mixed greens, raspberries, sausage, vinaigrette"
dish_1556575700,0,86,0,0,0,plate only,plate only
dish_1557862738,319.779999,118,22.42,0,29.5,steak,steak
dish_1560455090,60.200001,155,0.966,5.679,7.683,"celery, chicken, cucumbers, cherry tomatoes, baby carrots","baby carrots, celery, cherry tomatoes, chicken, cucumbers"
dish_1564773847,238.027573,161,15.737777,5.8212,17.603327,"garlic, shallots, pepper, salmon, cherry tomatoes, olive oil, parsley, chive, lemon juice, pickles, mayonnaise, arugula, lentils, kale, salt","arugula, cherry tomatoes, chive, garlic, kale, lemon juice, lentils, mayonnaise, olive oil, parsley, pepper, pickles, salmon, salt, shallots"
dish_1563564707,143.991699,150,4.091075,24.55752,6.571747,"caesar dressing, croutons, kale, corn on the cob, parmesan cheese","caesar dressing, corn on the cob, croutons, kale, parmesan cheese"
dish_1562691566,100.613655,187,2.766634,6.886634,11.730732,"broccoli, olive oil, egg whites","broccoli, egg whites, olive oil"
dish_1560888849,168.964127,107,5.855534,7.567453,20.427921,"lemon juice, wheat berry, parsley, chicken, salt, olive oil, roasted potatoes, garlic, thyme, shallots, spinach (raw)","chicken, garlic, lemon juice, olive oil, parsley, roasted potatoes, salt, shallots, spinach (raw), thyme, wheat berry"
dish_1574098245,0,167,0,0,0,"strawberries, bacon, egg whites, salsa","bacon, egg whites, salsa, strawberries"
dish_1559845370,94.309998,139,0.245,21.51,2.144,"potatoes, mandarin oranges","mandarin oranges, potatoes"
dish_1565727921,768.554016,397,54.055,27.247999,46.560001,"black beans, chicken, olives, olive oil, broccoli, parmesan cheese, mixed greens","black beans, broccoli, chicken, mixed greens, olive oil, olives, parmesan cheese"
dish_1558115282,74.879997,144,0.288,0.432,20.16,deprecated,deprecated
dish_1567106794,102.338257,48,10.138825,1.695728,2.020698,"mustard, olive oil, mixed greens, walnuts, lettuce, salt, garlic, blue cheese, vinegar","blue cheese, garlic, lettuce, mixed greens, mustard, olive oil, salt, vinegar, walnuts"
dish_1561749711,300.077911,228,14.753815,8.951819,30.678497,"salmon, salt, thyme, olive oil, arugula, brown rice, cherry tomatoes, pepper","arugula, brown rice, cherry tomatoes, olive oil, pepper, salmon, salt, thyme"
dish_1574193316,0,275,0,0,0,"potatoes, cauliflower, steak, carrot, garlic, salt, salsa","carrot, cauliflower, garlic, potatoes, salsa, salt, steak"
dish_1563206601,293.797668,337,9.194207,17.494774,30.980963,"sweet potato, olive oil, turkey bacon, egg whites, yam","egg whites, olive oil, sweet potato, turkey bacon, yam"
dish_1562615103,94.288544,110,6.186012,8.580285,1.962835,"apple, salt, figs, lemon juice, mustard greens, olive oil, squash, arugula, goat cheese","apple, arugula, figs, goat cheese, lemon juice, mustard greens, olive oil, salt, squash"
dish_1566413469,459.663025,379,25.563999,17.134001,44.223003,"chicken, avocado, olives, parmesan cheese, spinach (raw), broccoli","avocado, broccoli, chicken, olives, parmesan cheese, spinach (raw)"
dish_1562787783,114.013741,76,6.586968,12.592723,2.312764,"shallots, olive oil, mustard greens, lemon juice, cranberries, parsley, garlic, arugula, pilaf, apple, salt, bulgur","apple, arugula, bulgur, cranberries, garlic, lemon juice, mustard greens, olive oil, parsley, pilaf, salt, shallots"
dish_1562704640,333.281311,275,14.807559,26.863106,22.06978,"beef, salt, olive oil, shallots, spinach (cooked), onions, squash, vinegar, bok choy, millet, cauliflower, cheese pizza","beef, bok choy, cauliflower, cheese pizza, millet, olive oil, onions, salt, shallots, spinach (cooked), squash, vinegar"
dish_1563909507,117.925575,151,9.166178,8.186116,2.891765,"mustard, garlic, tomatoes, salt, cucumbers, olive oil, mustard greens, spinach (raw), vinegar, green beans","cucumbers, garlic, green beans, mustard, mustard greens, olive oil, salt, spinach (raw), tomatoes, vinegar"
dish_1562605411,336.492828,363,18.620287,26.050266,17.566744,"watermelon, pepper, olive oil, brussels sprouts, scrambled eggs, sweet potato, salt","brussels sprouts, olive oil, pepper, salt, scrambled eggs, sweet potato, watermelon"
dish_1557862783,442.97998,258,24.919001,3.85,50.416,"cauliflower, steak, chicken","cauliflower, chicken, steak"
dish_1560367698,556.721252,295,26.010103,33.583664,43.318321,"olive oil, vinegar, cherry tomatoes, shallots, parsley, basil, lemon juice, brown rice, pepper, white rice, garlic, onions, salt, broccoli, pork","basil, broccoli, brown rice, cherry tomatoes, garlic, lemon juice, olive oil, onions, parsley, pepper, pork, salt, shallots, vinegar, white rice"
dish_1562963006,259.097229,247,28.683897,9.891858,32.221638,"cilantro, tomatillo, quinoa, fish, arugula, pepper, salt, onions, lemon juice, olive oil, jalapenos, garlic","arugula, cilantro, fish, garlic, jalapenos, lemon juice, olive oil, onions, pepper, quinoa, salt, tomatillo"
dish_1558114609,540.89801,160,41.223,14.648001,29.140001,"grapes, sausage, almonds, bacon","almonds, bacon, grapes, sausage"
dish_1560543729,219.529907,213,7.758307,20.830944,16.744329,"broccoli, cauliflower, garlic, olive oil, vinegar, green beans, spinach (raw), ginger, salt, soy sauce, green onions, roasted potatoes, white rice, chicken","broccoli, cauliflower, chicken, garlic, ginger, green beans, green onions, olive oil, roasted potatoes, salt, soy sauce, spinach (raw), vinegar, white rice"
dish_1562096372,346.713684,287,15.203942,6.515386,43.392502,"chicken thighs, squash, mushroom, quinoa, eggplant, wine, shallots, spinach (cooked), garlic, salt, lemon juice, cucumbers, olive oil","chicken thighs, cucumbers, eggplant, garlic, lemon juice, mushroom, olive oil, quinoa, salt, shallots, spinach (cooked), squash, wine"
dish_1558460908,151.999985,302,0.62,39.632,1.834,"apple, grapes, cherry tomatoes, spinach (raw)","apple, cherry tomatoes, grapes, spinach (raw)"
dish_1558722473,149.649994,379,0.837,37.523003,3.156,"cherry tomatoes, cauliflower, apple, carrot","apple, carrot, cauliflower, cherry tomatoes"
dish_1560800918,70.825645,40,3.925041,7.729096,1.983562,"parsley, pepper, chickpeas, bulgur, salt, lemon juice, kale, olive oil","bulgur, chickpeas, kale, lemon juice, olive oil, parsley, pepper, salt"
dish_1558549214,239.190002,361,0.722,53.875004,5.712,"white rice, potatoes, spinach (raw), cherry tomatoes, grapes","cherry tomatoes, grapes, potatoes, spinach (raw), white rice"
dish_1563827132,240.020004,302,8.043666,32.756668,11.456667,"cheese pizza, broccoli, squash, caesar salad, zucchini, pineapple","broccoli, caesar salad, cheese pizza, pineapple, squash, zucchini"
dish_1559845018,302.425995,175,18.065001,29.681999,10.208,"almonds, mandarin oranges, potatoes","almonds, mandarin oranges, potatoes"
dish_1558725829,278.307007,460,3.391,64.110001,8.453,"brussels sprouts, carrot, corn on the cob, apple","apple, brussels sprouts, carrot, corn on the cob"
dish_1575998399,0,114,0,0,0,"broccoli, eggs, yam, salt, lentils","broccoli, eggs, lentils, salt, yam"
dish_1563553756,309.145813,124,21.251612,14.047483,16.136,"mixed greens, granola, blackberries, vinaigrette, bacon, raspberries","bacon, blackberries, granola, mixed greens, raspberries, vinaigrette"
dish_1562959103,395.013611,255,22.101429,43.194996,23.418005,"tomatillo, salt, parsnips, arugula, lemon juice, cilantro, olive oil, roasted potatoes, pepper, jalapenos, onions, pizza, garlic, fish, quinoa","arugula, cilantro, fish, garlic, jalapenos, lemon juice, olive oil, onions, parsnips, pepper, pizza, quinoa, roasted potatoes, salt, tomatillo"
dish_1558636980,222.778,397,4.738,47.007004,4.415,"apple, grapes, carrot, cherry tomatoes, almonds","almonds, apple, carrot, cherry tomatoes, grapes"
dish_1562963676,397.818726,350,16.247375,51.813423,12.388956,"green onions, vinegar, radishes, roasted potatoes, olive oil, carrot, soy sauce, caesar salad, mixed greens, cabbage, pizza, rice noodles, garlic","cabbage, caesar salad, carrot, garlic, green onions, mixed greens, olive oil, pizza, radishes, rice noodles, roasted potatoes, soy sauce, vinegar"
dish_1567625343,65.480003,74,4.989,5.547,1.711,"chard, avocado, kale","avocado, chard, kale"
dish_1563567372,951.910889,590,66.170242,81.629341,75.377937,"cherry tomatoes, fish, salt, wheat berry, lemon juice, chard, kale, parsley, olive oil, pizza, shallots, garlic, chive","chard, cherry tomatoes, chive, fish, garlic, kale, lemon juice, olive oil, parsley, pizza, salt, shallots, wheat berry"
dish_1574702473,0,161,0,0,0,"bacon, hash browns","bacon, hash browns"
dish_1558459115,271.540009,298,10.487999,43.459003,6.616,"almonds, apple, white rice, cherry tomatoes, grapes","almonds, apple, cherry tomatoes, grapes, white rice"
dish_1566501594,508.048981,109,31.391998,54.281998,6.758,brownies,brownies
dish_1561748950,197.252945,205,7.970456,14.045125,16.746489,"salt, olive oil, thyme, honeydew melons, brown rice, arugula, pepper, salmon","arugula, brown rice, honeydew melons, olive oil, pepper, salmon, salt, thyme"
dish_1559925083,125.135506,81,4.271,16.966999,4.623,"yam, sweet potato, bacon","bacon, sweet potato, yam"
dish_1565810205,126.965538,153,9.058967,4.217971,10.67575,"salt, lettuce, carrot, olive oil, mustard, tofu, vinegar, arugula, mixed greens, pumpkin seeds","arugula, carrot, lettuce, mixed greens, mustard, olive oil, pumpkin seeds, salt, tofu, vinegar"
dish_1565382803,359.408569,177,15.261753,43.129684,13.366736,"salt, pepper, olive oil, carrot, roasted potatoes, pepperoni pizza","carrot, olive oil, pepper, pepperoni pizza, roasted potatoes, salt"
dish_1564086709,393.270325,307,14.645413,53.99876,15.606251,"pesto, cheese pizza, caesar salad, cherry tomatoes, pasta, cheese, spinach (raw), corn on the cob, onions","caesar salad, cheese, cheese pizza, cherry tomatoes, corn on the cob, onions, pasta, pesto, spinach (raw)"
dish_1561752481,297.979553,169,14.982956,15.411839,25.069847,"tortilla, tomatoes, cheese, garlic, squash, cilantro, chili, salt, onions, chicken thighs, olive oil","cheese, chicken thighs, chili, cilantro, garlic, olive oil, onions, salt, squash, tomatoes, tortilla"
dish_1568404889,247.288361,219,4.835492,45.123398,6.240405,"olive oil, vinegar, radishes, soy sauce, carrot, fried rice, mixed greens, garlic, green onions, cabbage, rice noodles","cabbage, carrot, fried rice, garlic, green onions, mixed greens, olive oil, radishes, rice noodles, soy sauce, vinegar"
dish_1565721800,33.345001,171,0.7695,6.669,1.4535,"zucchini, chayote squash","chayote squash, zucchini"
dish_1562183125,88.552399,131,6.881025,5.217036,3.754251,"blueberries, arugula, mushroom, chard, vinegar, pepper, olive oil, spinach (raw), walnuts, carrot, salt, mustard, parsley, almonds","almonds, arugula, blueberries, carrot, chard, mushroom, mustard, olive oil, parsley, pepper, salt, spinach (raw), vinegar, walnuts"
dish_1561578603,180.514832,96,9.961771,7.509113,13.929778,"olive oil, onions, salt, roasted potatoes, spinach (cooked), shallots, bok choy, millet, beef, vinegar","beef, bok choy, millet, olive oil, onions, roasted potatoes, salt, shallots, spinach (cooked), vinegar"
dish_1565972715,657.545837,510,46.845226,15.662046,43.166805,"cucumbers, vinegar, green beans, scrambled eggs, pepper, lettuce, chicken apple sausage, cherry tomatoes, lime, mixed greens, salt, olive oil, onions","cherry tomatoes, chicken apple sausage, cucumbers, green beans, lettuce, lime, mixed greens, olive oil, onions, pepper, salt, scrambled eggs, vinegar"
dish_1562958629,208.970001,172,10.575,18.126001,13.015,"chicken salad, chickpeas, artichokes, olives","artichokes, chicken salad, chickpeas, olives"
dish_1566591080,909.629578,549,43.513371,19.378721,103.567314,"pepper, salmon, chicken, olives, arugula, brown rice, chicken salad, olive oil, thyme, carrot, salt","arugula, brown rice, carrot, chicken, chicken salad, olive oil, olives, pepper, salmon, salt, thyme"
dish_1564590226,220.535858,376,3.554219,46.892776,2.959488,"olive oil, watermelon, berries, sweet potato, cantaloupe","berries, cantaloupe, olive oil, sweet potato, watermelon"
dish_1565382856,446.326233,294,19.171455,52.541916,18.301077,"salt, radishes, pepperoni pizza, tofu, rice noodles, cabbage, olive oil, carrot, green onions, vinegar, soy sauce, garlic, roasted potatoes, mixed greens, pepper","cabbage, carrot, garlic, green onions, mixed greens, olive oil, pepper, pepperoni pizza, radishes, rice noodles, roasted potatoes, salt, soy sauce, tofu, vinegar"
dish_1558629517,263.218994,167,19.945,16.404999,10.336,"cauliflower, tomatoes, almonds","almonds, cauliflower, tomatoes"
dish_1567106870,504.820892,211,27.284149,38.667736,25.230873,"blue cheese, onions, pizza, olive oil, garlic, walnuts, mixed greens, salt, spinach (cooked), lettuce, bok choy, millet, vinegar, mustard, shallots, beef","beef, blue cheese, bok choy, garlic, lettuce, millet, mixed greens, mustard, olive oil, onions, pizza, salt, shallots, spinach (cooked), vinegar, walnuts"
dish_1558641442,103.386002,211,1.751,21.809999,3.946,"cauliflower, cantaloupe, corn on the cob","cantaloupe, cauliflower, corn on the cob"
dish_1562691613,213.670166,300,2.879634,33.667633,13.199732,"olive oil, egg whites, broccoli, yam, sweet potato","broccoli, egg whites, olive oil, sweet potato, yam"
dish_1563308428,406.307678,329,20.298132,28.675205,26.585045,"orange juice, soy sauce, vinegar, onions, kale, olive oil, garlic, chili, carrot, beef, white rice, eggplant, salt, roasted potatoes, broccoli, green onions","beef, broccoli, carrot, chili, eggplant, garlic, green onions, kale, olive oil, onions, orange juice, roasted potatoes, salt, soy sauce, vinegar, white rice"
dish_1559842326,334.483002,106,26.394001,18.921,12.296,"almonds, mandarin oranges","almonds, mandarin oranges"
dish_1560441487,41.419998,88,0.226,10.04,0.654,"berries, cantaloupe","berries, cantaloupe"
dish_1562774180,164.083557,181,6.538097,24.856129,3.047,"cantaloupe, raspberries, blackberries, mixed greens, roasted potatoes, granola, vinaigrette, berries","berries, blackberries, cantaloupe, granola, mixed greens, raspberries, roasted potatoes, vinaigrette"
dish_1560874726,177.492004,145,4.96,28.462002,5.566,"berries, bacon, yam","bacon, berries, yam"
dish_1561740353,75.42041,96,5.666205,6.503661,0.751927,"bell peppers, garlic, strawberries, cucumbers, mustard, salt, olive oil, vinegar, radishes","bell peppers, cucumbers, garlic, mustard, olive oil, radishes, salt, strawberries, vinegar"
dish_1563897087,102.440002,231,0.67,8.169001,15.196,"broccoli, egg whites","broccoli, egg whites"
dish_1564675411,235.531006,308,7.033,2.708,35.193001,"egg whites, turkey bacon","egg whites, turkey bacon"
dish_1563294465,116.949997,237,0.391,30.293999,1.414,"pineapple, watermelon, grapes","grapes, pineapple, watermelon"
dish_1559751801,451.635986,343,22.040001,32.778,29.228001,"berries, yam, eggs, chicken apple sausage","berries, chicken apple sausage, eggs, yam"
dish_1565021141,467.054993,248,27.875999,27.733002,26.59,"waffles, egg whites, sausage, tofu","egg whites, sausage, tofu, waffles"
dish_1565031376,319.490448,308,16.745577,13.420726,28.759739,"vinegar, olive oil, orange juice, broccoli, garlic, white rice, beef, cauliflower, caesar salad, onions, chili, kale, green onions, salt, soy sauce","beef, broccoli, caesar salad, cauliflower, chili, garlic, green onions, kale, olive oil, onions, orange juice, salt, soy sauce, vinegar, white rice"
dish_1558723742,375.109985,264,22.268999,40.23,13.325,"carrot, almonds, corn on the cob, cauliflower","almonds, carrot, cauliflower, corn on the cob"
dish_1566501447,286.76001,349,4,13.325001,48.039997,"onions, cherry tomatoes, olives, tuna, carrot, lemon juice","carrot, cherry tomatoes, lemon juice, olives, onions, tuna"
dish_1558382263,356.629974,425,19.562,23.453999,27.487001,"olives, chicken, avocado, spinach (raw), tomatoes, broccoli, green beans","avocado, broccoli, chicken, green beans, olives, spinach (raw), tomatoes"
dish_1562872945,258.59967,234,15.496352,30.387449,20.053217,"arugula, lime, chive, carrot, couscous, garlic, parsley, nopales, jicama, corn, pepper, fish, salt, olive oil, sour cream","arugula, carrot, chive, corn, couscous, fish, garlic, jicama, lime, nopales, olive oil, parsley, pepper, salt, sour cream"
dish_1559157919,37.094574,39,3.328461,1.523364,0.990958,"pepper, spinach (raw), arugula, blueberries, vinegar, chard, mustard, olive oil, walnuts, salt","arugula, blueberries, chard, mustard, olive oil, pepper, salt, spinach (raw), vinegar, walnuts"
dish_1559844090,168.430008,331,0.593,43.579998,1.771,"strawberries, pears, mandarin oranges","mandarin oranges, pears, strawberries"
dish_1563898786,420.928467,344,31.47023,11.427504,23.636036,"mustard, olive oil, bell peppers, broccoli, radishes, salt, garlic, scrambled eggs, vinegar, cucumbers","bell peppers, broccoli, cucumbers, garlic, mustard, olive oil, radishes, salt, scrambled eggs, vinegar"
dish_1558468731,320.325012,440,11.752,17.750999,38.461998,"mixed greens, avocado, chicken, mushroom, broccoli, squash","avocado, broccoli, chicken, mixed greens, mushroom, squash"
dish_1565640894,464.892029,422,18.178001,20.476002,55.195004,"mixed greens, chicken, cucumbers, olives, black beans, parmesan cheese","black beans, chicken, cucumbers, mixed greens, olives, parmesan cheese"
dish_1562008429,94.465088,69,5.511408,1.765067,9.056995,"jalapenos, lemon juice, wheat berry, pork, carrot, pepper, salt, cabbage, cucumbers, garlic, olive oil, parsley, mayonnaise","cabbage, carrot, cucumbers, garlic, jalapenos, lemon juice, mayonnaise, olive oil, parsley, pepper, pork, salt, wheat berry"
dish_1558633221,176.878998,449,1.417,42.901001,4.438,"corn on the cob, cherry tomatoes, apple, cauliflower, carrot","apple, carrot, cauliflower, cherry tomatoes, corn on the cob"
dish_1565117934,352.315979,235,5.4,0,70.943001,"chicken breast, tuna","chicken breast, tuna"
dish_1561737293,801.822021,636,46.077,55.828995,41.927002,"broccoli, cantaloupe, sausage, pineapple, egg whites, hash browns","broccoli, cantaloupe, egg whites, hash browns, pineapple, sausage"
dish_1565809033,341.419983,433,1.63,16.746,62.691998,"bell peppers, onions, cherry tomatoes, tuna","bell peppers, cherry tomatoes, onions, tuna"
dish_1560539340,196.53833,228,19.818401,9.337587,22.851414,"pepper, garlic, cilantro, olive oil, caesar salad, onions, lemon juice, arugula, jalapenos, salt, tomatillo, quinoa, fish","arugula, caesar salad, cilantro, fish, garlic, jalapenos, lemon juice, olive oil, onions, pepper, quinoa, salt, tomatillo"
dish_1563550976,284.690002,165,18.796,14.418001,13.842,"bacon, cheese, scrambled eggs, roasted potatoes","bacon, cheese, roasted potatoes, scrambled eggs"
dish_1559838402,222.759506,233,3.797,43.154999,5.249,"bacon, sweet potato, yam, berries","bacon, berries, sweet potato, yam"
dish_1559244598,250.919998,51,12.75,33.149998,2.601,cookies,cookies
dish_1562959344,5.54,44,0.019,1.146,0.383,"radishes, cucumbers","cucumbers, radishes"
dish_1559239369,130.919998,276,0.612,31.919998,3.068,"berries, spinach (raw), orange","berries, orange, spinach (raw)"
dish_1558639362,156.179001,342,1.42,37.420002,3.902,"cauliflower, apple, carrot, corn on the cob","apple, carrot, cauliflower, corn on the cob"
dish_1566328745,282.029999,203,6.084,1.404,52.094002,"chicken, cherry tomatoes","cherry tomatoes, chicken"
dish_1558722247,604.616028,343,43.181,46.771999,21.49,"almonds, cauliflower, apple","almonds, apple, cauliflower"
dish_1565798591,148.115723,224,7.408836,6.33827,13.454783,"lettuce, cherry tomatoes, lime, mixed greens, salt, cucumbers, onions, olive oil, vinegar, egg whites, pepper, broccoli","broccoli, cherry tomatoes, cucumbers, egg whites, lettuce, lime, mixed greens, olive oil, onions, pepper, salt, vinegar"
dish_1561753432,380.321686,238,19.463066,16.882177,33.369026,"garlic, salmon, pepper, brown rice, olive oil, tomatoes, turnips, cilantro, cheese, arugula, thyme, chicken thighs, tortilla, onions, salt, chili","arugula, brown rice, cheese, chicken thighs, chili, cilantro, garlic, olive oil, onions, pepper, salmon, salt, thyme, tomatoes, tortilla, turnips"
dish_1565117990,582,380,12.681999,31.670002,80.834999,"tuna, chicken breast, bell peppers, cheese pizza","bell peppers, cheese pizza, chicken breast, tuna"
dish_1561661377,306.333679,294,8.972795,11.854835,43.735157,"garlic, chard, brown rice, green beans, chicken, salt, carrot, caesar salad, parsley, chive, rosemary, basil, lemon juice, olive oil","basil, brown rice, caesar salad, carrot, chard, chicken, chive, garlic, green beans, lemon juice, olive oil, parsley, rosemary, salt"
dish_1559675146,19.07,45,0.121,4.19,1.18,"brussels sprouts, carrot","brussels sprouts, carrot"
dish_1560366438,71.93322,136,4.986071,6.105719,2.5801,"asparagus, salt, mustard, eggplant, pepper, blueberries, arugula, vinegar, chard, olive oil, walnuts","arugula, asparagus, blueberries, chard, eggplant, mustard, olive oil, pepper, salt, vinegar, walnuts"
dish_1560454539,122.274002,119,4.748726,17.543842,3.84549,"green beans, vinegar, wild rice, cherry tomatoes, parsley, carrot, salt, mixed greens, garlic, olive oil, cucumbers","carrot, cherry tomatoes, cucumbers, garlic, green beans, mixed greens, olive oil, parsley, salt, vinegar, wild rice"
dish_1561575688,607.892395,362,36.413857,31.62764,36.771538,"olive oil, chard, vinegar, millet, bok choy, shallots, salt, onions, blueberries, arugula, beef, pepper, walnuts, roasted potatoes, spinach (cooked), mustard","arugula, beef, blueberries, bok choy, chard, millet, mustard, olive oil, onions, pepper, roasted potatoes, salt, shallots, spinach (cooked), vinegar, walnuts"
dish_1563475826,74.279999,176,0.176,18.959999,0.88,"honeydew melons, pineapple","honeydew melons, pineapple"
